TRTID10,county,place_name,HOLC,CBD_Dist_ln,hicost_pre,D_suburb,goodpop,goodhu,EHLN,ZCBD_Dist_ln,decade,R_VAC,POP,HU,HU_ln,P_NONWHT,P_UNEMP,P_MANUF,P_RENT,P_A60UP,P_VAC,a_mhmval,a_mrent,a_hinc,HU_CHNG,ZR_VAC,ZPOP,ZHU,ZHU_ln,ZP_NONWHT,ZP_UNEMP,ZP_MANUF,ZP_RENT,ZP_A60UP,ZP_VAC,Za_mhmval,Za_mrent,Za_hinc,ZHU_CHNG,D_1970,D_1980,D_1990,D_2000,majmin,PredictedValue,PearsonResidual
39035101400,Cuyahoga County,Cleveland city,5,8.80915316334233,.463985721880459,0,1,1,0,-1.10458879744839,1970,34,2909.923003,1020.259521,6.92755790627832,.000682128358019507,.0422647560749289,.440466245663584,.403420513544978,.177694401489976,.0330739298731818,9.12085969669061,.0509708909115141,5.13888851163188,0,-.175264776259634,-.428789869950177,-.267555646152529,.0091517356879965,-.454359713979058,.35838010512052,.803131389640868,.324516577015759,.8367633182198,-.0530009209362078,-.747813238943044,-.595669679260979,-.387367345241014, ,1,0,0,0,0,29.1157899099259,.278707323184414
39035101400,Cuyahoga County,Cleveland city,5,8.80915316334233,.463985721880459,0,1,1,0,-1.10458879744839,1980,58,7296.28424742603,2665.75708562136,7.88833450073865,.0234886267174335,.0529217808539442,.124785450339493,.413521318276211,.196592770917793,.0219169381482681,15.9177594936347,.0781343723297985,5.53124454365514,1646,-.323091743820223,1.13989525303496,.520868951819258,.66177439895037,-1.00869749397609,-.419939958475271,-.669276742333964,-.589656871870291,.223672785404021,-.518704537809603,-.104049190544486,.466478555491357,.423022070766992,.604896262060096,0,1,0,0,0,72.0910289920769,-.245237146370991
39035101400,Cuyahoga County,Cleveland city,5,8.80915316334233,.463985721880459,0,1,1,0,-1.10458879744839,1990,61,3601.24289659146,1491.38427734375,7.30720231476474,.245923913043478,.0544747082248256,.125220454465751,.206566340903789,.187499996977617,.0406824154567822,8.72347656066876,.055014462935716,5.59073738764307,-1175,-.465387892505708,-.130845402416299,-.212959639080069,.0213417808719589,.558115432476152,-.24596120963814,-.721404172444095,-.562125618819651,-.0149152719613459,-.664744303498578,-.206997789988753,.389185041097034,.493860178184019,-.533643573209982,0,0,1,0,0,101.87309270809,-.716206452117136
39035101400,Cuyahoga County,Cleveland city,5,8.80915316334233,.463985721880459,0,1,1,0,-1.10458879744839,2000,79,3635.98027825356,1551.99157714844,7.34729970074316,.404290420879188,.056965304464923,.133443167043402,.252545817842765,.18564356411054,.0509020628185731,8.75829310976021,.0548313298096181,5.1877554992228,61,-.368608127871595,-.331218714492171,-.391172109845533,-.20500959798603,.965613225592354,-.0152194569575238,-.186839159192823,-.287518825694124,.0692466537646043,-.542386984610018,-.352060263133517,.390664799083981,.251521476916077,-.313640019276025,0,0,0,1,0,120.539077808788,-.583099637636478
39035101400,Cuyahoga County,Cleveland city,5,8.80915316334233,.463985721880459,0,1,1,0,-1.10458879744839,2010,197,5238,2487,7.8188324438034,.161702940053456,.0680902497985496,.133160397751837,.232751091703057,.22355403348554,.0792119018898271,13.63,.0513,4.7982,935,-.140555276741066,.398482821637803,.60722582923897,.661065035443536,-.409731712006008,-.295119507490627,-.0298449418974145,-.286746067986497,.507270142709554,-.461505884495191,.284161279224356,.121514765709281,.165733797607469,.711325127964215,0,0,0,0,0,224.872299305126,-.243370687797626
39035101501,Cuyahoga County,Cleveland city,5,8.69295893828401,.433851004086718,0,1,1,0,-1.25551704187419,1970,48,3263.963056,1205.211324,7.09423484592476,.011571446230242,.0552205912530908,.411715774295132,.563401593915036,.157723139682498,.0394449408525471,8.43632328947598,.0478930557132253,5.00435575391234,0,.0433551003992885,-.224676607234132,.0347325057143034,.273891521085334,-.414824324623709,.951835874809201,.511628203494689,1.0250928509827,.485560307469999,.147768017673515,-.899846670585304,-.74933944582872,-.459729045017703, ,1,0,0,0,0,36.5202211635657,.52587352955117
39035101501,Cuyahoga County,Cleveland city,5,8.69295893828401,.433851004086718,0,1,1,0,-1.25551704187419,1980,35,6113.05274298886,2109.13782782853,7.65396918047877,.0253403738120442,.0378554063492803,.141078463005427,.210795903580007,.161553576277961,.0167690164978474,12.5278867430615,.0733075472237753,5.82729416100936,904,-.499217263322103,.691130996212187,.143074532249142,.41679386989363,-1.00363550972897,-.793316458837169,-.445924492905095,-1.17803046657222,-.23664339289537,-.598221438968616,-.354881372570951,.261362418682523,.559580560849906,.123123645162317,0,1,0,0,0,53.3354953144476,-.429178751772753
39035101501,Cuyahoga County,Cleveland city,5,8.69295893828401,.433851004086718,0,1,1,0,-1.25551704187419,1990,96,4398.57747610795,1633.73502904922,7.39878627541995,.179458165400547,.0647648505031116,.13675004452411,.23738115761351,.108741282612943,.0590151478655282,11.7908614811138,.0505560515067621,5.65086123417537,-475,-.324799265044625,.381834276603836,.00151780518113148,.197922522855379,.244803189225248,-.0327659299173097,-.574698066499109,-.388546614958574,-1.14147488011825,-.472247239668603,.314993527355205,.176456015202301,.523528669448066,-.122872702933086,0,0,1,0,0,115.350367233098,-.299810217162643
39035101501,Cuyahoga County,Cleveland city,5,8.69295893828401,.433851004086718,0,1,1,0,-1.25551704187419,2000,110,4926.33719244513,1897.14082896709,7.54802896993501,.232275892934553,.0385104629746698,.122620919701636,.184043671363664,.120446504342885,.0582079371808494,10.7820392692974,.0564237876727012,5.43787930405147,263,-.265877764903644,.517231810847021,.113766977046411,.285505941478381,.242793683925991,-.361227587811534,-.348857310390064,-.654608024063122,-.946114371767649,-.462389816980721,-.0109564978959778,.474794061185399,.379137828732317,.190597685462156,0,0,0,1,0,133.588636260612,-.299028593726387
39035101501,Cuyahoga County,Cleveland city,5,8.69295893828401,.433851004086718,0,1,1,0,-1.25551704187419,2010,146,2048,932,6.83733281468559,.82373046875,.283582089552239,.10171568627451,.589058524173028,.0810697868783953,.156652360515021,6.65,.0328,2.5,-965,-.284197633308311,-1.35170902103882,-1.24550484495582,-1.33693944726373,2.24768302597668,3.32568840429948,-.460977174967384,1.44058361371152,-1.67159006211273,.449216714821307,-.851599115812519,-.71158407630234,-1.01260081056589,-1.02803059292621,0,0,0,0,1,137.389260377077,.122697635299903
39035101603,Cuyahoga County,Cleveland city,5,8.66744078526493,.558747061257354,0,1,1,0,-1.28866335387227,1970,44,3339.462793,1131.849294,7.03174125876313,.00962913198715798,.0275298934951771,.42425534565514,.444911994955371,.1514403040094,.0385865634510879,8.8986691185945,.0484152902887351,4.83276991670907,0,-.0191077215032608,-.181149052872159,-.085171556350445,.174630406206613,-.421876203423817,-.316565901313945,.638767858267819,.506212733715186,.375074008421441,.120718069027105,-.797161083280471,-.723265383982648,-.552020640374127, ,1,0,0,0,0,34.7614823575967,.444002407119624
39035101603,Cuyahoga County,Cleveland city,5,8.66744078526493,.558747061257354,0,1,1,0,-1.28866335387227,1980,30,3560.24477430784,1684.08228302002,7.42892719480227,.106854359955607,.0458642446743348,.115514202037163,.768371557186229,.289803800666641,.0178407179256558,16.9337618136909,.0896296911968622,5.02007425464037,552,-.537505419735555,-.277072577289955,-.145423593871674,.181558961205449,-.7808067471085,-.594840573026192,-.796371356804406,.440231319312848,1.44820278474836,-.581667500837089,-.028870534106551,.954972616412579,.187235098748771,-.105426167705632,0,1,0,0,0,50.126450229792,-.500648821096026
39035101603,Cuyahoga County,Cleveland city,5,8.66744078526493,.558747061257354,0,1,1,0,-1.28866335387227,1990,62,2808.92621422964,1043.2822265625,6.94985645500077,.179437706725469,.0647619043046787,.136747160885807,.237381714256796,.108737595534216,.0589981484380631,11.7912617217682,.0505584603423379,5.65106475340614,-641,-.461371074578249,-.640298614193321,-.888107339168204,-.667647826155198,.244706749275201,-.0328269704337595,-.57473475881378,-.388543479402454,-1.14152761985631,-.472425736785174,.315061638189621,.176570950589881,.523629097296057,-.220284080741607,0,0,1,0,0,73.8593034738327,-.285527268745949
39035101603,Cuyahoga County,Cleveland city,5,8.66744078526493,.558747061257354,0,1,1,0,-1.28866335387227,2000,71,3145.99994182587,1211.51989746094,7.10002716662926,.232266032966543,.0385072502525071,.122620518720368,.184040753399816,.120443347555939,.0582027534942619,10.7822681809016,.0564259772091601,5.43799198427529,169,-.395119189282679,-.653396299062565,-.889268102081096,-.809261389236703,.242752251509539,-.361287822844768,-.348863313417129,-.654623660843353,-.94616353469681,-.46244657681867,-.0109179146923702,.474909734002181,.379195319618062,-.0440475830793738,0,0,0,1,0,85.5659131225804,-.287030177240426
39035101603,Cuyahoga County,Cleveland city,5,8.66744078526493,.558747061257354,0,1,1,0,-1.28866335387227,2010,202,4425,1879,7.53849499941346,.977175141242938,.184460260972716,.198545454545455,.539057841383423,.147545090180361,.107503991484832,5.11,.0271,1.8569,667,-.126472692763885,-.0475692059785276,-.117185907037836,.0903919002277446,2.86361834055568,1.66019099352946,.866636667264886,1.19818714477193,-.65505387360696,-.128782578958417,-1.10218235483212,-.968268584381597,-1.34233146347525,.465984426280723,0,0,0,0,1,251.775596415873,-.388374139129664
39035101700,Cuyahoga County,Cleveland city,5,8.55049140902865,.518863805276849,0,1,1,0,-1.44057248733545,1970,52,3823.165791,1306.315277,7.17472430983638,.0210614596389079,.00966720988716339,.424300527946134,.541277312517801,.146466641995542,.0398597099006445,8.80199401204567,.0469647269235152,4.59122444969178,0,.105817922301838,.0977182568311084,.199978405473394,.401736221425467,-.380369331252988,-1.13478506692725,.639225964905905,.928207978161378,.287610076970463,.160838587136411,-.818632327246595,-.79568892824811,-.681941715828205, ,1,0,0,0,0,41.6963883854105,.414811831697011
39035101700,Cuyahoga County,Cleveland city,5,8.55049140902865,.518863805276849,0,1,1,0,-1.44057248733545,1980,22,3852.61558033642,1353.4016919136,7.21007962817079,.0644309121434442,.0243422523947643,.139651511942674,.318506433033818,.193306193157048,.0162166620703238,15.6977829008839,.0746129442898454,6.12327801224936,47,-.598766469997078,-.166185090781978,-.369866568546206,-.0472009619636919,-.896776592644327,-1.12820088181676,-.465485806470954,-.865420271659281,.180496424472759,-.606753331138061,-.120326264291608,.31683532215685,.696108715067716,-.433317234462206,0,1,0,0,0,34.0485537416056,-.437081238037599
39035101700,Cuyahoga County,Cleveland city,5,8.55049140902865,.518863805276849,0,1,1,0,-1.44057248733545,1990,53,2713.49547929908,946.832126572728,6.85329909318608,.186678207534319,.0557857688065446,.127292244149102,.180634329759882,.0859882256355208,.0563609796833764,10.6939683021533,.0460908502372751,5.46366832809537,-406,-.497522435925384,-.701659804099977,-1.03342705611178,-.853817658418619,.278837675822027,-.218798132598832,-.695042073250363,-.708199914989442,-1.46693315047763,-.500116493993802,.128330056574333,-.0365969817268707,.431157149343444,-.0823824314343633,0,0,1,0,0,67.5535329418259,-.382605445611393
39035101700,Cuyahoga County,Cleveland city,5,8.55049140902865,.518863805276849,0,1,1,0,-1.44057248733545,2000,98,5357.18645961245,1990.08110375702,7.59588991771854,.333597697508379,.0420926852594714,.1530325077698,.176004070290184,.101737852921095,.0492502801888609,10.9292325048319,.0510277101704383,5.18214636330131,1043,-.30564435702027,.800528845217658,.249734756900012,.402462171707442,.668556444885543,-.294064830671496,.10642975875317,-.697690626068461,-1.23747774860782,-.560473516811906,.0138530201464443,.189720258586618,.2486596243082,2.13765416910464,0,0,0,1,0,147.007345222685,-.564950361302448
39035101700,Cuyahoga County,Cleveland city,5,8.55049140902865,.518863805276849,0,1,1,0,-1.44057248733545,2010,224,4581,1860,7.52833176670725,.984064614712945,.271949828962372,.163664839467502,.663814180929095,.108504996940649,.120430107526882,4.05,.0245,1.2922,-130,-.0645093232642893,.0380201129736835,-.139823773796486,.0697029627045867,2.89127306417749,3.13023700704965,.388395438044048,1.80298880940013,-1.25205254242888,.0232323523820333,-1.27466172714431,-1.08535274596161,-1.63186481707175,-.263629526113841,0,0,0,0,1,251.773851038058,-.216706995583812
39035101800,Cuyahoga County,Cleveland city,6,8.43410500565209,.499085942497675,0,1,1,0,-1.59175035807594,1970,72,4731.686266,1552.696138,7.34794382314869,.0116882144949887,.072269511089933,.501086258933856,.606304534232263,.116952015474138,.0461389897783078,6.78196386338411,.0445128159932042,4.17068609890647,0,.418132031814584,.621503847826318,.602667181246231,.676867843581527,-.414400378985857,1.732779727907,1.41776225207253,1.21296995495114,-.231417002810302,.3587168140544,-1.2672748132927,-.918107627116477,-.908138445903055, ,1,0,0,0,0,53.4932063526091,.583867021398075
39035101800,Cuyahoga County,Cleveland city,6,8.43410500565209,.499085942497675,0,1,1,0,-1.59175035807594,1980,31,5224.59155832464,2224.89597821236,7.70751219460034,.213113680231645,.0591841320649375,.107368111745915,.718876424925766,.292607374626973,.0139297826960125,15.5009838894468,.0731171548244592,3.90988889004064,672,-.529847788452864,.354164289564724,.22164310964293,.47276203067889,-.490333492466029,-.264745702652547,-.908041778224065,.296580712249217,1.48503383820907,-.642077404330752,-.134888322838217,.253271685629705,-.324858915953144,-.0275114587733765,0,1,0,0,0,76.7624779263575,-.748620669245123
39035101800,Cuyahoga County,Cleveland city,6,8.43410500565209,.499085942497675,0,1,1,0,-1.59175035807594,1990,120,6122.56858766836,2141.32010650635,7.66902828858968,.187374879598971,.0557571903825428,.127258751828441,.180934513652714,.0872252087445975,.0561131795839496,10.6648511828619,.0462599319754201,5.4657505174923,-84,-.228395634785597,1.49034660306575,.766287564763268,.718969383672594,.282121711511491,-.219390231807401,-.695468240002038,-.706508987485843,-1.44923942327678,-.502718440637264,.12337505945124,-.0285294011490444,.432184618833433,.106572168893009,0,0,1,0,0,152.63871778476,-.383001615102483
39035101800,Cuyahoga County,Cleveland city,6,8.43410500565209,.499085942497675,0,1,1,0,-1.59175035807594,2000,171,4981,1945,7.57301725605255,.277454326440474,.0818665575112567,.146678555506019,.259864712514092,.0951616141337081,.0879177377892031,8.07136808988759,.0474714202247188,4.89127359550558,-196,-.0637309216441263,.55317433750485,.183782965762679,.346568997676315,.43263726859382,.451651853047233,.0113057455918443,-.248298344060537,-1.33989427756022,-.137076270422692,-.467841933482932,.00184210125011988,.100252632441874,-.955170168373613,0,0,0,1,0,160.165955675454,.114699466387241
39035101800,Cuyahoga County,Cleveland city,6,8.43410500565209,.499085942497675,0,1,1,0,-1.59175035807594,2010,236,4093,1801,7.49609734517596,.399951136086001,.0856519367157665,.101431980906921,.152076677316294,.188074475606882,.131038312048862,7.06,.0377,4.0787,-144,-.0307111217190552,-.229720833492208,-.210120307415453,.00408447767787077,.546609588001897,-3.87517324440452E-005,-.464867003269692,-.677844590848788,-.0352810416304376,.147987961631428,-.784885396333275,-.490925464093857,-.203168713305737,-.276445831425665,0,0,0,0,0,217.663565292917,.165384070607382
39035101901,Cuyahoga County,Cleveland city,5,8.32408017826355,.360721802072814,0,1,1,0,-1.73466498255637,1970,60,3261.070157,1044.542368,6.95177216439891,.0113967385584216,.0517863248431526,.464803466349216,.56313781608661,.113666904468256,.057111918948988,7.00154551842038,.0450990003329625,4.80441946148377,0,.230743566106936,-.226344438454341,-.227867376978451,.0476122300551247,-.415458628435007,.794525659944691,1.04988829601943,1.02393773634186,-.289187056952855,.704505473055672,-1.21850640274652,-.888840689527874,-.567269618870669, ,1,0,0,0,0,35.0279631736187,1.1912833046001
